id,box
2a137766c58a02af,0.23 0.22 0.87 0.73
f26e43b69eacfe89,0.14 0.00 0.55 1.00
2d08968634e59d5f,0.07 0.00 0.64 0.40
9eda8e9e115aa96d,0.00 0.00 1.00 1.00
30d7ca77b0bc6a86,0.27 0.17 0.74 0.69
f18a82e4e44dac31,0.00 0.04 0.90 0.90
2a0e05ceca862da1,0.15 0.08 0.82 0.97
606be5897ce9cb2b,0.41 0.04 0.61 1.00
b43233dbb749b742,0.26 0.00 0.60 1.00
2af7c3fd81cb9888,0.01 0.00 1.00 1.00
2b0368aa9fd9c42a,0.00 0.00 0.99 0.70
2f18c7aafc09fce5,0.00 0.23 0.51 0.70
602828f202e6acb3,0.05 0.00 1.00 1.00
745622438128ae3f,0.17 0.00 1.00 1.00
31ccfc5efae350c9,0.14 0.00 0.78 0.84
b54b7c98cb8d1fa2,0.05 0.09 0.90 0.89
9decd3b0d5f63c39,0.36 0.00 1.00 1.00
776a5b72e2ff9e49,0.00 0.00 0.62 0.77
2afd7a201b9b5659,0.00 0.00 0.63 0.98
dff7417346b8ca14,0.19 0.00 0.76 1.00
2c11a0dda331516e,0.29 0.09 1.00 0.81
326ab4dde62d32b8,0.00 0.19 0.84 0.54
625bbe147c30d9a3,0.19 0.12 0.94 0.93
b6e3da5662d62a30,0.31 0.11 0.60 0.67
2b9a2dc8bbfe4945,0.00 0.00 0.99 0.87
2e06dffb9400ca24,0.20 0.00 0.42 1.00
f322fa1280982f10,0.13 0.16 0.53 0.39
77a1b5ff847ca9cf,0.25 0.32 0.64 0.57
7304eb10e8370ebb,0.17 0.17 0.55 0.82
63203f0f557307b9,0.46 0.30 0.60 0.68
654164538eaa5ea2,0.26 0.29 0.68 1.00
2a700ef4673b4b5e,0.04 0.00 1.00 1.00
eaa165adfda3f100,0.10 0.00 1.00 1.00
7903af8348423508,0.07 0.00 0.94 1.00
632fba28f06e1022,0.23 0.30 0.75 0.58
fd54d62e8fc8b006,0.00 0.16 0.96 0.89
6143c2c24633d2aa,0.47 0.07 0.69 1.00
7c08e7284f1105fa,0.43 0.29 0.77 0.60
936664bde5fc957f,0.00 0.00 0.88 1.00
2a72c00dd53d004e,0.24 0.00 0.68 1.00
2ab8d1ed4c48741f,0.01 0.00 0.78 0.91
b62a4ff31eb4e740,0.07 0.25 0.79 0.77
2cc9c2721f064a14,0.31 0.00 0.69 1.00
2a0100d195310eae,0.17 0.00 1.00 0.57
dee361848ab0b4dc,0.03 0.00 1.00 1.00
322df9545e798fed,0.00 0.17 0.93 1.00
49a49c5b496afd57,0.00 0.00 0.74 1.00
faa949c65d5e80b6,0.13 0.00 0.85 1.00
2dc2eb7fd17e794e,0.10 0.46 0.96 1.00
97630eb59e622eae,0.10 0.00 1.00 1.00
797fcb5fcff384bd,0.04 0.31 0.56 1.00
776418cacdc05dce,0.02 0.43 0.77 1.00
f13dfde424957bb9,0.50 0.23 0.55 0.38
2be7b1747a9ff84b,0.04 0.00 0.90 1.00
b71f81b49aa85521,0.00 0.00 1.00 1.00
9d42cb7dc5f47476,0.08 0.00 1.00 1.00
5a12665830306958,0.11 0.00 1.00 1.00
2d9d03a9cf0cae0c,0.00 0.19 1.00 1.00
f20bb2369c7a5fcc,0.04 0.06 0.81 1.00
32df4a6dc645a5f7,0.35 0.09 1.00 1.00
9c981433fb074845,0.04 0.09 0.91 0.90
2d21b27ba194f417,0.49 0.51 0.59 0.79
2a2e127ed88877d1,0.06 0.00 0.69 0.40
2af0bdb948275c76,0.25 0.63 0.50 0.96
2cdd6c18a2603a3d,0.21 0.13 0.83 1.00
2beec8ddb195f849,0.00 0.15 0.76 0.60
2a2a24f8e8c2cd48,0.04 0.05 0.83 1.00
637b3e1ebd907627,0.26 0.00 1.00 0.94
497f573785d1241f,0.28 0.22 0.76 0.67
7cb2a928ee8a3a1d,0.35 0.31 0.58 0.63
625c7b1f9517bed8,0.12 0.00 1.00 1.00
63f2a7d33e68583f,0.00 0.16 0.92 0.96
2a6891527542a404,0.06 0.35 0.75 1.00
2b52731837f39e8f,0.06 0.00 1.00 1.00
2a83974fdea16fb2,0.10 0.31 0.88 0.74
2c6ef7477fc4c919,0.00 0.00 0.51 1.00
62c6be1120205421,0.00 0.44 0.72 0.60
2b135fe86dbf4ef7,0.00 0.00 1.00 1.00
f2249dfa25b87f10,0.03 0.28 0.95 0.92
6fc913d46ba87778,0.16 0.00 1.00 1.00
733ce578e4f0612e,0.28 0.07 0.80 1.00
4a295e1e6a6e2a2b,0.06 0.00 0.94 1.00
505db228945c4c79,0.15 0.00 0.60 1.00
b5afa2d076b6aa61,0.00 0.00 1.00 1.00
78823e0fffe54348,0.08 0.00 1.00 1.00
5a8d56385d98ef4f,0.00 0.00 1.00 1.00
2be6216bb39a8f28,0.09 0.00 0.54 1.00
607b8fa6636703cb,0.31 0.15 0.81 0.88
777e25c584e85449,0.12 0.00 0.69 1.00
6524f142d9ece241,0.22 0.12 0.69 0.71
49b6e2d7c7e06b58,0.21 0.03 0.89 0.97
2adb8fd80683313b,0.05 0.00 0.74 0.93
eda66f93da27ba11,0.62 0.44 1.00 0.89
2c4e842c57609609,0.32 0.00 1.00 1.00
ed121ddb0f04dd6f,0.06 0.12 0.86 0.75
638be59b0f200dfc,0.21 0.00 0.74 1.00
2df764da35812941,0.20 0.00 0.68 1.00
2d1087989db1802f,0.12 0.00 1.00 1.00
9c9362d316845dae,0.23 0.10 0.63 0.69
748cd248ee38b433,0.06 0.21 0.94 0.78
b7b6c1711cb919bb,0.00 0.03 0.88 1.00
65366083a730db14,0.24 0.00 0.99 1.00
512d6d0873f486cd,0.13 0.10 0.90 0.75
605b75ab3f64658c,0.31 0.00 0.86 1.00
4cfbce8a2c3cc979,0.14 0.09 0.75 0.34
651efaad115cff3b,0.39 0.00 0.84 0.94
f243e570cf5b4255,0.10 0.17 0.86 0.85
2db192a51364bf0e,0.00 0.00 1.00 1.00
2a508a87e6568978,0.00 0.17 1.00 0.89
2da89ab4179b73d9,0.11 0.28 0.27 0.89
2ac85ca5017af942,0.00 0.00 0.88 1.00
79da5077a94c09d4,0.40 0.04 0.65 0.88
cacfa033c61aced2,0.23 0.00 0.74 1.00
2bb3a62d95c80853,0.00 0.00 1.00 0.86
49efde58dc6ae9de,0.11 0.00 0.90 1.00
2debe28e38e3f308,0.28 0.17 0.50 1.00
2a3db7f870e6ff39,0.00 0.04 0.91 1.00
b3cb76f0a7ce9325,0.00 0.00 1.00 1.00
49d857d81484a0bd,0.08 0.00 0.87 1.00
9d97355a1fd99202,0.07 0.00 0.70 1.00
b728a1ff82f86184,0.62 0.00 1.00 1.00
2a532a298fff4cbe,0.10 0.00 0.89 1.00
2be8e2c8a4b02aaa,0.35 0.33 0.59 0.46
656eb63bd4495200,0.00 0.00 1.00 0.85
2d6830902cfb7828,0.31 0.20 1.00 0.51
752158e530b1ca8c,0.00 0.08 0.91 1.00
b7c6cdd367c5ae69,0.05 0.01 0.96 0.93
2bed542e1afd33c2,0.00 0.02 0.89 1.00
2b19513ea89e9508,0.00 0.00 1.00 1.00
49e03e42d23275d1,0.02 0.25 0.87 0.76
648f44e06c0ca5af,0.00 0.00 0.79 1.00
accc2d77290eeb7e,0.00 0.07 0.99 0.89
b695ed506fb1ea40,0.00 0.11 1.00 1.00
b026caeef24dc841,0.00 0.09 0.87 1.00
754899bfdd6aa2d4,0.00 0.45 0.69 1.00
78e92d1430aa9ea9,0.00 0.00 0.93 0.87
73880ac8635ea366,0.07 0.00 0.92 1.00
50f49d55a3429223,0.00 0.11 0.75 0.84
505fedfa27776856,0.04 0.02 1.00 0.79
c2bfdb27e2a3d487,0.15 0.00 1.00 1.00
2b2bc916a0df00c2,0.00 0.07 0.93 0.95
2b4702751637d467,0.00 0.00 1.00 1.00
2d81d7ec4531d80b,0.00 0.00 1.00 1.00
2ae5b8d238471536,0.02 0.00 1.00 1.00
ad916183e3cb206e,0.03 0.00 1.00 1.00
b09905b303071983,0.00 0.00 1.00 1.00
2e6bbe70b859b0ce,0.19 0.08 0.92 1.00
cb598080d4ab5237,0.18 0.00 0.45 1.00
4fd857af57f81830,0.10 0.18 0.42 1.00
9d71af20a7bd0108,0.02 0.38 0.79 1.00
aea35276136e3466,0.00 0.00 1.00 1.00
ab8dfaf643a417d1,0.00 0.11 0.86 0.91
2d3b9f7fc8c8861a,0.26 0.31 0.80 0.77
76aa5336211742f6,0.02 0.00 1.00 1.00
2c86f58f73e7bb67,0.09 0.00 0.53 0.74
65783100a021241b,0.09 0.00 0.70 1.00
2bf9a0e39499f7b0,0.00 0.00 1.00 0.93
2dcb1b786f0e4893,0.16 0.00 1.00 0.84
f18b30b5c420ead4,0.00 0.00 0.80 1.00
30e4275f69108320,0.13 0.17 0.48 0.98
2b4c6291066a1bbb,0.28 0.00 0.76 1.00
75a40e9d98a36c6a,0.24 0.00 0.46 1.00
2cd7a29a09a43e1d,0.19 0.00 0.66 1.00
764bfd0d8426ad93,0.00 0.00 0.69 0.58
33770dd9483ddc74,0.00 0.00 0.72 1.00
60ff1c99cf95a331,0.34 0.00 1.00 1.00
b6acf610380d5264,0.12 0.32 0.88 0.76
7d104fdd1b761ed3,0.19 0.00 1.00 1.00
2e76c4999dfb1eb2,0.00 0.52 0.75 0.90
75bf3a651538f14d,0.05 0.00 0.57 1.00
b544b9ef4eb574ea,0.01 0.00 0.23 0.75
2c0180534ec3b49a,0.00 0.00 0.83 1.00
3251eedb38252d74,0.51 0.00 0.79 0.53
61bfb10777a0db7c,0.04 0.06 0.80 1.00
751588737d1383b4,0.08 0.00 0.92 1.00
31fbf2339a544a5a,0.07 0.00 1.00 1.00
2cdf04d66fbf3200,0.00 0.10 0.63 0.45
2a4e35b064f2ec3d,0.32 0.15 0.39 0.85
310d1d0486a3dbc8,0.01 0.25 1.00 0.93
7c52b56876f732a4,0.03 0.00 1.00 1.00
32ef82dddd450d77,0.29 0.42 1.00 0.72
31a0bdd621f1b4d2,0.00 0.00 0.61 1.00
afd15e405bbca097,0.03 0.42 0.33 1.00
7787518c9097d582,0.26 0.01 1.00 1.00
9ccb062d61d5b612,0.00 0.20 1.00 0.90
32a3d4848061b746,0.00 0.00 1.00 1.00
5afc4c422e447a97,0.05 0.37 0.95 0.53
ac4cf6b3b02c09cc,0.08 0.09 0.88 1.00
62cc0ddbb0a3e97b,0.57 0.53 0.79 0.78
753a12335174e8f7,0.09 0.00 0.95 0.99
b27092702b54a9a8,0.02 0.00 1.00 1.00
7c0d3f434b10591b,0.00 0.00 1.00 0.83
2bdf285c9cf1c034,0.54 0.00 1.00 1.00
febcabe2a05e2384,0.01 0.24 0.92 0.94
2b6d8384abe77001,0.00 0.24 0.87 0.86
63e6f7759071bef0,0.46 0.00 0.99 1.00
b6c7a68986b77dc2,0.11 0.00 0.87 1.00
2b0d790afff92e89,0.00 0.00 0.95 1.00
feaba8a4d6450e93,0.08 0.31 0.55 0.98
7a36a7bc79df0590,0.00 0.00 1.00 1.00
630fcd4c5d942586,0.00 0.00 1.00 1.00
4df84a039e61b22d,0.19 0.15 0.91 0.64
7664a94a995d8d6c,0.17 0.27 0.91 0.83
7b6fc4301258cf65,0.12 0.00 0.30 0.75
2b8e2e4bf42b91d8,0.01 0.00 0.92 1.00
6517c921a1d52000,0.00 0.00 0.70 0.48
b864639ab42a01ee,0.00 0.00 0.99 1.00
4a2993553677dbc8,0.00 0.00 0.62 0.90
73d9ed582dbb1e86,0.45 0.07 0.75 0.90
2bac6e6e9d55dc53,0.42 0.37 0.52 0.49
65546eb0a59e30c0,0.21 0.00 0.73 1.00
755e12a286047fa8,0.06 0.24 0.83 0.70
2f0119e8bc520d48,0.25 0.33 1.00 1.00
2a25ec20dcddb9e9,0.04 0.23 0.50 0.76
2dea8765f098b719,0.10 0.56 0.64 0.72
64b19c4a94785c69,0.00 0.00 1.00 1.00
74d8b29c8b3b43b8,0.05 0.12 0.71 0.83
2df1ecb6d0153950,0.28 0.26 0.69 0.69
2b1e0d007d7de858,0.00 0.00 1.00 0.84
b6b2cd4d78566148,0.02 0.08 0.93 0.85
2ecf800fb8da7e52,0.29 0.19 0.89 0.85
9b78728585f37613,0.00 0.00 1.00 1.00
b4dc85f5e7810779,0.10 0.03 0.86 0.93
2d0287232c40bea9,0.10 0.15 0.74 0.87
2d15eea7b2f6ab32,0.08 0.00 0.53 0.85
65cf88169785f404,0.26 0.02 0.63 1.00
61a3523b577e1487,0.35 0.35 0.67 1.00
2b5aad96ce5f26fa,0.12 0.30 0.92 1.00
73df0699505977ef,0.00 0.00 0.85 1.00
49b67a973a9c3842,0.00 0.00 0.62 1.00
34131aeda49ab59c,0.04 0.00 1.00 1.00
b15ad5a426a841d0,0.00 0.00 0.89 0.89
9efd71ab0b711f0a,0.36 0.18 1.00 0.95
2cab5fecddb2734b,0.50 0.19 0.78 0.82
9cf81bf8fa9e69dc,0.20 0.16 0.65 0.77
2c5c060eaf677616,0.00 0.00 0.98 1.00
79439fe9aa6f20dc,0.42 0.19 0.82 0.74
9c639596b55abd97,0.12 0.33 0.81 0.87
2c2b6a0a7a4b0f6c,0.09 0.14 0.93 0.95
77bb4282d3b9562d,0.03 0.01 0.90 0.82
2a066cef339fba4d,0.05 0.25 0.70 0.63
f42e95281d77146d,0.19 0.00 0.80 0.41
798b6d37312f8ad1,0.00 0.00 1.00 1.00
2e7c1bc28b2694f7,0.00 0.37 0.76 1.00
ebc4b49882d578ab,0.00 0.07 0.80 1.00
9c87e34ea284ac02,0.07 0.28 1.00 0.63
62e441f0be10c149,0.00 0.05 0.99 0.88
2ce42dda4adc5293,0.24 0.01 1.00 1.00
77f433440ce2b799,0.33 0.30 0.56 0.69
2cab08627af81aa3,0.31 0.38 0.67 0.92
30b3336efb854951,0.16 0.00 0.58 1.00
3011644113e77659,0.15 0.00 0.55 1.00
9a216c31076ed268,0.00 0.18 0.51 0.82
62f7f961c2434f38,0.00 0.00 0.62 1.00
647c9de2b9dbc974,0.03 0.23 0.44 1.00
64595f65f12d4aa9,0.00 0.00 0.67 0.80
2b4fdc2dc7ecce38,0.42 0.19 0.82 1.00
2a5712f4efbdebd7,0.00 0.00 1.00 1.00
79e4404c5f13506b,0.08 0.12 0.86 0.86
2bdc58d7f0780c32,0.02 0.00 1.00 1.00
2b819835aec26574,0.40 0.45 0.71 0.71
976aaad3101d584f,0.13 0.10 0.82 0.50
2a1a35cb76c9f73f,0.10 0.36 0.83 0.62
2aadfaa7dfee664b,0.00 0.00 1.00 0.43
7b9737d14d09ae41,0.15 0.00 1.00 1.00
9f8caec5fc83c37c,0.05 0.00 0.73 1.00
2acfeb33de88623f,0.10 0.00 0.45 1.00
7a4d0bff392e560a,0.26 0.47 1.00 0.88
9e3da40eb318e2e2,0.00 0.00 1.00 0.74
6466e0e10d8caa9b,0.04 0.05 0.97 0.96
78648c430fb0f3d5,0.40 0.00 0.63 0.70
31c48d329458fea1,0.11 0.26 0.80 0.68
2b93b8bd869a674c,0.00 0.17 0.87 0.95
ef84d3b79a275165,0.10 0.00 0.82 1.00
7c4b134fda6a7105,0.07 0.00 1.00 1.00
49d0ffe0bcd108cd,0.10 0.23 0.46 1.00
ac2dfaf6510d6407,0.03 0.25 1.00 0.74
762e5618d0aa3497,0.00 0.00 0.59 1.00
7735e12313eb5e1f,0.48 0.00 0.74 0.29
7485d4d52502e358,0.38 0.14 1.00 1.00
b244af2e5d098fb0,0.17 0.00 1.00 0.64
2def797213d62218,0.05 0.00 0.83 0.88
2e225c13dadaebd8,0.26 0.25 0.71 0.69
5110a46914d776d7,0.15 0.07 1.00 0.78
b1a8836f7efe774a,0.08 0.04 0.93 0.92
9dd991d9fe2a8e8f,0.16 0.09 1.00 1.00
63079c89e71c9384,0.09 0.00 1.00 0.77
b8588a691d45c1a8,0.00 0.00 1.00 1.00
651819986feb9b70,0.00 0.00 1.00 1.00
7a0825b9670c192e,0.30 0.21 1.00 0.94
8e0709bf9edb3bb7,0.07 0.01 0.98 1.00
319cd26130840a3d,0.08 0.05 1.00 0.91
9efb4bedb08aad72,0.13 0.22 0.80 0.77
ca0621c068725168,0.42 0.00 1.00 0.58
b74614140a7a6de0,0.04 0.36 0.56 0.67
ff034b4bc66b8dc5,0.03 0.41 0.74 1.00
9e8ab7622bb021c6,0.03 0.04 0.47 1.00
2e0d54c51cf466af,0.19 0.00 0.50 1.00
2bbf634a896c0470,0.23 0.16 0.80 0.89
2eeb4258b2c36c49,0.00 0.12 0.96 0.79
7a66f8233bb93a81,0.14 0.15 0.85 0.83
b57e7936ef905d25,0.00 0.24 0.65 0.64
4b8cc27888611b8c,0.00 0.10 0.88 0.97
94c48929bf497321,0.00 0.00 0.45 1.00
2b240f5f3fc15868,0.47 0.00 1.00 1.00
9fd1ed3f9874adb4,0.61 0.00 1.00 0.65
6424fc2680150ada,0.00 0.00 1.00 1.00
7a5ddf06560bb3d7,0.31 0.00 0.54 0.33
2b44c77ccd4cf9f1,0.15 0.00 0.32 1.00
2efb6690a49e3c59,0.06 0.51 1.00 1.00
abee530bd2a5ba41,0.29 0.00 0.83 0.96
f3570909b0117246,0.27 0.00 0.55 0.75
7462a3faa2a900dc,0.32 0.00 0.70 1.00
ea0623f55be5941b,0.03 0.00 0.67 1.00
2a91e3115bb636f0,0.06 0.17 0.65 0.67
2d00747e8a017226,0.00 0.00 1.00 1.00
faed6a3a649ab996,0.33 0.00 0.70 0.89
49f25eaf5baafff3,0.00 0.00 0.49 1.00
b03cfcf5a988a089,0.01 0.04 0.56 0.91
b6b4f9b52b38dcfb,0.00 0.00 0.84 1.00
4c793756617aade5,0.00 0.00 0.78 0.90
eeb9bad767853db1,0.20 0.00 0.79 0.68
2afb4c8ec86d1847,0.04 0.20 1.00 0.75
2aaf118afeeb4b6e,0.08 0.08 0.62 0.90
2f120332b3ca3459,0.39 0.05 0.58 0.93
2ac779f03066df72,0.00 0.08 0.75 0.78
642b5af7c1dc7663,0.10 0.00 0.87 1.00
63e057ce7b1dc218,0.34 0.05 0.79 0.75
9b71c1a45b319a50,0.07 0.12 0.88 1.00
b72a524433fe7e3c,0.13 0.03 0.56 0.81
72d756a0b3ca99c8,0.00 0.00 1.00 1.00
eae8dbaaee41fa78,0.25 0.00 0.62 1.00
fddf89da7e2ed209,0.01 0.00 1.00 1.00
b2803f6c5fd1b4b0,0.00 0.41 0.37 0.61
30493ef0b51148d5,0.23 0.15 0.71 0.96
61e87da457b2db01,0.11 0.00 1.00 1.00
aec265fdfbcc0d1c,0.20 0.39 0.47 0.77
4d2657925a49caf0,0.42 0.00 1.00 1.00
651a3635ec788a19,0.00 0.00 0.46 1.00
2cf1206f7fe7d481,0.12 0.00 0.56 1.00
2b990df9702b396c,0.23 0.45 0.92 1.00
61ae0da3d6d742d8,0.06 0.00 1.00 1.00
2dbf41275cf4a43a,0.00 0.15 0.88 1.00
b444c0f74c8c52fd,0.00 0.00 0.62 1.00
2ae3a8e7f5b69969,0.32 0.00 1.00 0.71
74570440ebf3c671,0.03 0.30 1.00 0.54
7532fa9779616da4,0.05 0.09 0.75 0.92
eaf0e7fc2970ff0a,0.18 0.00 0.82 0.92
3146b5dd48b4374c,0.23 0.14 0.56 1.00
deaf689a1f2b6b3f,0.01 0.00 1.00 1.00
641d16c5d081b660,0.31 0.51 0.65 0.56
2ac4ebeebe5cc677,0.24 0.32 0.55 0.47
7ba599ea11a87865,0.06 0.23 0.71 1.00
76d0e226c05eda7d,0.25 0.00 0.85 1.00
b3668dbaffa7e8ab,0.16 0.06 1.00 0.83
7a112550bf6b1187,0.07 0.05 0.71 0.94
2ccb046b6578f778,0.00 0.23 1.00 1.00
f158b3cefd3fe939,0.00 0.00 1.00 1.00
9faa6535221670e4,0.00 0.00 1.00 1.00
2c762655c4b5839d,0.19 0.00 0.80 1.00
d0a7052c79569321,0.07 0.02 0.95 1.00
2a31eec300972125,0.21 0.32 0.65 0.86
ea88ae5a738482c9,0.20 0.27 0.60 0.86
74d9ccfcbeb2b4fe,0.27 0.00 0.81 1.00
2c63bbf5ebf3b10c,0.32 0.00 0.78 1.00
2a3f884fe4a97ac1,0.31 0.00 0.83 1.00
49db43b58f4dc417,0.31 0.15 0.76 0.50
9fb0f34642b1451c,0.14 0.00 0.83 1.00
613b35042a027ea8,0.43 0.00 0.92 1.00
2dd2f666db475c46,0.08 0.01 0.76 0.91
2d917a81ee9ff2e8,0.00 0.00 1.00 1.00
2d06524be6bc8093,0.20 0.00 0.88 0.67
745bd3c4fe254e5f,0.09 0.00 0.71 1.00
2d6fded676a4861b,0.01 0.03 0.76 0.91
2c67b59961a9ca35,0.22 0.19 0.58 0.80
2be5b4a544c2c8e0,0.00 0.00 0.93 0.89
2aa905d667ba723e,0.01 0.00 1.00 1.00
2d3d57d4bd890b84,0.46 0.00 1.00 1.00
e7ba56711a7345c6,0.34 0.34 0.66 1.00
2d8ea476607c53ba,0.04 0.00 0.50 1.00
2d5e1841f34fe997,0.24 0.00 0.68 0.97
2a443e7ffe4f1db9,0.20 0.00 0.87 1.00
2d63f4880b59990a,0.36 0.00 1.00 1.00
2a0145853180e9a8,0.28 0.00 0.87 0.98
7a2214d673812407,0.00 0.04 0.71 0.31
73f58fad72c654ac,0.00 0.00 0.92 1.00
b465b8443b4480da,0.53 0.00 1.00 1.00
7d0096303e0a0f81,0.13 0.25 0.93 0.78
98bf058e858c7e22,0.05 0.19 0.92 1.00
960588b9d65dc87a,0.03 0.00 0.73 1.00
635c1cf88bfd909d,0.00 0.10 0.97 0.86
2e77b4184acfcb71,0.01 0.00 1.00 1.00
32afdc49249f495e,0.20 0.31 0.44 0.76
fd213e9444f9240f,0.00 0.17 0.95 1.00
7a29bf040a2af4b2,0.29 0.00 0.86 1.00
2aefea813f1a80da,0.05 0.00 0.90 1.00
baa5bf474cc37d73,0.31 0.32 0.58 0.72
2a7624cc9716541b,0.00 0.12 0.79 0.96
2a4169c0cef73876,0.12 0.00 1.00 1.00
2ae7d2c1c5f159aa,0.17 0.00 1.00 1.00
9aea174d8bf47784,0.00 0.17 0.84 0.95
64155a487a80cba4,0.00 0.00 0.79 1.00
2e0898566488eea8,0.00 0.00 0.94 1.00
2eda66b80c35c62f,0.39 0.00 0.60 0.99
2e8fb3ac4cbbf5bf,0.29 0.40 0.72 1.00
2cc7851c48be7486,0.00 0.44 0.60 1.00
2dde0f98634c3f0c,0.45 0.00 1.00 1.00
9d81eda7e31e31ef,0.08 0.00 0.70 1.00
3320ee9204e4e884,0.09 0.26 0.51 0.58
60f4fd4604428228,0.04 0.00 0.96 1.00
c05147e6bc379a6f,0.40 0.64 0.54 0.78
b249d9e631a9f54c,0.04 0.05 1.00 1.00
32917fc826782457,0.02 0.00 1.00 1.00
2addc7bcad693f69,0.34 0.04 0.81 0.85
3407bf9a847ac3ae,0.00 0.35 0.54 1.00
7af3ceaa5cba242a,0.34 0.00 0.70 1.00
73c7d588e10afd8b,0.00 0.00 1.00 0.79
338b89b1489f2a51,0.31 0.00 0.87 0.97
7856dde50e9a877c,0.10 0.33 0.91 0.76
61600f5d4548fd2e,0.00 0.01 0.89 0.67
49ce9546c3336984,0.18 0.19 0.76 1.00
fe70d6c1fb3575e0,0.23 0.00 1.00 1.00
2dd95ee2bbc78542,0.11 0.00 0.41 0.94
2e48e71e47f79c47,0.00 0.01 1.00 1.00
2ce0a02a49469c40,0.00 0.68 0.38 1.00
2ccc4f1580fbf8cf,0.10 0.00 1.00 1.00
b468dcf18541207a,0.00 0.00 0.73 1.00
7891fbd389907909,0.13 0.00 0.73 1.00
2c7d4cca1833f566,0.03 0.00 0.45 1.00
625831c017db87b8,0.00 0.00 0.92 1.00
fe4bc05016f64d80,0.26 0.18 1.00 0.62
2bac493c8f0629da,0.00 0.18 0.85 1.00
60f8a77626ffdee7,0.02 0.27 0.66 0.91
2b54e255216deba3,0.11 0.00 0.87 1.00
b600ab08cb9ec5b5,0.48 0.25 0.79 1.00
62f2fbfa8d851c18,0.03 0.03 0.99 1.00
2d1f7a30a9338c49,0.28 0.17 0.65 0.99
642f8e00e744f10e,0.05 0.31 1.00 0.75
7b5881ee458d0522,0.00 0.00 0.99 1.00
9cce3f64bf4b70ec,0.00 0.00 0.93 1.00
60e4a3796496ffba,0.08 0.00 0.24 1.00
2a507ac8adc2ccd6,0.15 0.00 0.67 0.95
610dc5b6f284851b,0.02 0.31 1.00 1.00
2b6cb7844aa50e41,0.10 0.00 1.00 1.00
b363f625825cca12,0.03 0.17 0.87 0.87
2aa752b69253af93,0.24 0.00 0.36 0.56
2aecd068b6480555,0.32 0.00 0.51 1.00
2b077259f750b98e,0.30 0.01 0.60 0.89
49cb4a2813f2b727,0.10 0.12 0.49 1.00
2e3ec5fc5ff7814d,0.16 0.16 0.51 0.70
64fcc09272b878e1,0.00 0.00 1.00 1.00
610edc024020d5df,0.00 0.00 0.93 0.97
b433f76e8dec9d58,0.25 0.26 0.60 0.74
7a819128de7ab112,0.00 0.00 0.97 1.00
75f45b65b05274e9,0.00 0.00 1.00 1.00
318f3059f1e0c034,0.00 0.00 0.78 1.00
7cbdaaf35b2d90aa,0.17 0.04 0.88 0.97
2cff0f2d58bbbd43,0.27 0.14 0.84 1.00
2b4f9580c0191856,0.00 0.00 1.00 1.00
2b9fb5025cb68817,0.26 0.00 0.61 1.00
2a80df67e160c0e7,0.00 0.14 0.69 0.86
5737659f3585e36c,0.06 0.58 0.85 1.00
60971171b3ee1b8c,0.45 0.00 1.00 1.00
8d0d1e52203325aa,0.00 0.00 0.70 0.78
78955009cf619846,0.39 0.20 0.50 0.66
dfed468282d39232,0.07 0.37 0.83 0.63
